ExhibitId, Name, Price, DatePurchased
547,Shawm (Renaissance oboe),674.2,2005/11/09
548,Mohan veena (Indian guitar),570.3,2006/12/01
549,Hocchiku (Japanese flute),813.4,2012/01/18
550,Bandurria (Spanish / Latin American plucked lute),195.9,2002/10/28
551,Carillon (Dutch harmonising bells),41.0,2011/11/13
552,Guan (Chinese pipe),778.7,2000/05/25
553,Tamburitza (Croatian/ Serbian mandolin),60.0,2001/12/24
554,Alto flute,428.1,2010/03/31
555,Pipa (Chinese lute),352.7,2002/07/07
556,Magyar duda (Hungarian bagpipes),748.5,1995/04/08
557,Mandola (US/ Canadian fretted stringed instrument),603.5,2014/05/14
558,Melodica,820.2,2003/12/14
559,Classical guitar,581.3,2005/12/01
560,Clarinet,595.6,2011/03/21
561,Sopranino clarinet,467.1,1996/06/17
562,Border pipe/ lowland bagpipe,399.1,1997/08/10
563,Suona (Chinese serunai),909.1,2010/12/03
564,Cu?ca (Brazilian drum),640.5,2004/03/16
565,Piva (Northern Italian bagpipe),244.2,2012/08/27
566,Saw ou (Thai bowed stringed instrument),321.4,2000/04/18
567,Dankiyo (Turkish bagpipe),285.5,1998/12/22
568,Tres (Cuban chordophone),765.4,2016/10/30
569,Cabrette (French bagpipe),316.0,1998/12/27
570,Gusli (Russian harp),916.8,2007/09/04
571,Naqara (Mongolian war drum),68.7,2006/08/12
572,Cabrette (French bagpipe),826.8,1994/01/14
573,Dihu (Chinese large bowed stringed instrument),883.4,2014/02/11
574,Marimbao (Brazilian stringed instrument),810.2,2007/05/27
575,Great Highland bagpipe,79.2,2002/06/07
576,Hun (Korean flute),929.8,2013/11/15
577,Bawu (Chinese wind instrument shaped like a flute ),184.5,1996/09/15
578,Reed Pipe,283.9,1997/07/11
579,Bassoon,731.1,2014/09/15
580,Harmonica/ Mouth Organ,834.1,1992/11/28
581,Slide whistle,923.5,1997/12/21
582,Reed Pipe,846.9,2012/01/13
583,Appalachian dulcimer,750.8,1995/09/10
584,Octocontra-alto clarinet,694.5,2001/01/07
585,Domra (Russian mandolin),142.8,2001/06/04
586,Flugelhorn,843.4,2008/07/03
587,Contra-alto flute,532.9,2016/08/07
588,Clavicembelo (Italian pianoforte),980.7,2013/08/24
589,Leier (German hurdy gurdy),942.9,2017/04/11
590,Bodhr?n (Irish drum),999.5,2002/01/07
591,Huluhu (Chinese bowed stringed instrument),583.3,2010/07/20
592,Udu (African clay drum),732.9,2006/06/06
593,Dun dun (West African large talking drum),984.4,2003/09/17
594,Hang (steel hand drum),354.7,1999/09/21
595,Leier (German hurdy gurdy),879.5,1998/11/01
596,Barbat (Iranian plucked lute),769.6,2009/01/15
597,Dulzaina (Spanish oboe),646.4,2013/06/17
598,Darbuka (Greek drum),370.5,2010/03/03
599,Maguhu (Chinese bowed stringed instrument),630.8,1995/01/14
600,Tenor mandola (European/ UK fretted stringed instrument),335.0,2015/10/04
601,Hurdy Gurdy,382.0,1994/06/24
602,Chromatic accordian,692.4,1994/09/10
603,Nadaswaram (Indian wind instrument),866.9,2005/11/20
604,Harmonica/ Mouth Organ,16.1,1996/05/12
605,Khol (South Indian drum),590.7,1998/09/06
606,Tonette (plastic recorder),451.1,2008/04/26
607,Gugin (Chinese bridgeless zither),976.2,1999/08/04
608,Chabrette (French bagpipe),845.9,1999/12/29
609,Harpsichord,933.9,2000/07/27
610,Geomungo/ komungo (Korean zither),282.3,2012/09/16
611,Clavichord,849.5,2005/03/19
612,Crumhorn,675.3,2012/02/03
613,Tabla (Indian/ Pakistani drum),797.1,2003/05/05
614,Reed contrabass,311.0,1996/11/13
615,Mbira/ Sanza/ Thumb Piano (African stringed instrument),839.0,1994/09/07
616,Dotara (bass ektara),350.2,2009/04/26
617,Saxonette,995.8,2001/03/02
618,Guqin (Chinese plucked zither),40.3,2005/08/27
619,Steel drum,909.4,2007/11/29
620,Musical bow,319.4,2012/07/22
621,Flugelhorn,227.8,2008/09/17
622,Daiko (Japanese drum),419.6,2014/05/06
623,Da’uli da’uli (Indonesian xylophone),136.1,2004/01/05
624,Great Highland bagpipe,745.1,1996/04/13
625,Contrabass clarinet,494.2,1995/05/31
626,Octapad (electronic drumpad),138.5,2014/07/01
627,Hosho (Zimbabwean rattle),545.4,2013/02/09
628,Serpent,274.5,2006/05/13
629,Soprano saxophone,244.7,2015/05/14
630,Vertical flute,962.8,2008/07/11
631,Mandolin,243.1,2015/05/30
632,Kora (West African 21-string harp-lute),173.3,2012/07/20
633,Khene (Northeast Thailand mouth organ),814.4,2009/04/04
634,Udu (African clay drum),33.5,2010/01/04
635,Sarrusophone,396.0,2004/11/07
636,Leier (German hurdy gurdy),479.0,2018/01/17
637,Chapman stick (fretboard),912.3,2017/11/14
638,Metallophones (metal barred xylophone),823.1,1999/12/05
639,Tenor saxophone,307.2,2008/04/27
640,Cimpoi (Romanian bagpipe),685.4,1994/06/16
641,Zhongdihu (bass erhu),941.0,1999/05/29
642,Electronic:,355.1,2006/12/11
643,Yayli tanbur (Turkish lute),722.4,2012/10/30
644,Baritone horn,536.7,2011/06/17
645,Keyed Trumpet,296.6,2011/05/06
646,Jew’s harp (plucked idiophone),480.6,2012/02/25
647,Octavin,321.2,1999/02/06
648,Komungo (Korean zither),930.5,2000/08/31
649,Racket,453.5,2013/11/09
650,T?rogat? (Hungarian shawm),259.6,2012/10/08
651,Sackbutt (trombone family’s ancestor),316.3,1999/11/19
652,Khim (Cambodian/ Thai hammered dulcimer),519.5,2003/05/04
653,Dutar (Central Asian lute),723.2,2013/02/06
654,Sihu (Chinese bowed stringed instrument),821.3,2016/05/15
655,Cuatro (Latin American lute),744.2,2014/04/28
656,Alto sarrusophone,873.2,2005/07/06
657,Basse Cor,826.8,1994/11/28
658,Octavin,570.3,2008/11/01
659,Dulcimer (hammered zither),674.0,1994/08/02
660,Tromboon/ babone,569.2,2013/09/22
661,Pan pipes,636.2,1993/11/04
662,Wind Chimes,783.3,2000/05/15
663,Subcontrabass flute,39.7,1999/04/27
664,Spoons,453.2,2003/02/09
665,Vichitra veena (Indian stringed instrument),915.2,1997/07/15
666,Kangling (Tibetan serunai),809.4,2007/07/09
667,Bass flute,62.2,2008/01/08
668,Tan-tan (Brazilian hand drum),358.1,2004/06/13
669,Dabakan (Philippine drum),452.3,2001/04/28
670,Harp,484.8,2006/09/30
671,Reed Pipe,694.9,2015/01/13
672,Bandurria (Spanish / Latin American plucked lute),125.7,2004/06/20
673,Musical Saw (wood cutting saw),772.0,1997/01/05
674,Pipe organ,705.3,2007/03/29
675,Baglama/ saz (Turkish strings),187.7,2007/01/22
676,Marimba,856.9,1993/02/08
677,Cimbasso,994.0,2014/04/08
678,Soprano mandolin,24.0,1994/03/28
679,Balalaika (Central Asian 2 or 3 stringed guitar),964.0,2010/08/08
680,Biniou (French bagpipe),881.4,2011/10/03
681,Bass Drum,838.8,2015/07/15
682,Tin whistle,151.0,2007/01/08
683,Soprano saxophone,340.6,2017/03/26
684,Dutar (Central Asian lute),920.6,2017/05/09
685,Leier (German hurdy gurdy),533.6,2001/12/07
686,Piva (Northern Italian bagpipe),701.7,1996/04/23
687,Slide guitar,936.1,2011/09/23
688,Triangle,382.4,1993/07/01
689,Mbira/ Sanza/ Thumb Piano (African stringed instrument),233.4,2004/02/03
690,Qanun (Turkish zither),317.8,2014/05/17
691,Octapad (electronic drumpad),914.2,1996/12/09
692,Aeolian Harp,694.2,2014/11/23
693,Vertical flute,245.0,1996/07/28
694,Talking drum,196.4,1995/10/22
695,Harp,922.3,2003/03/07
696,Cavaco (Spanish guitar),610.9,2001/03/29
697,Rebec (15th/ 16th century rebab),194.1,1994/08/02
698,Shamisen (Japanese 3-stringed instrument),526.0,1999/01/10
699,Kissar (West African lyre),688.5,2015/12/25
700,Musical bow,28.5,2016/01/21
701,Volinka (Russian bagpipes),114.2,1999/08/06
702,Arghul (Arabic double pipe),243.3,2007/02/11
703,Alpine bell,620.5,2016/09/25
704,Ranat thum lek (Thai metallophone),956.7,2007/08/02
705,Piccolo oboe,395.7,2013/05/26
706,Bock (German bagpipes),650.5,2005/07/18
707,Acoustic guitar,315.9,1998/07/18
708,"Bandola (plucked lute from Cuba,326.6,2012/09/13
709,Soprano saxophone,692.1,2010/09/26
710,Octocontrabass clarinet,590.3,1995/06/22
711,Taphon (Thai drum),841.4,1998/05/05
712,Electronic:,426.7,2012/12/06
713,Tsuri-daiko (Japanese hanging drum),768.3,2012/05/16
714,Komungo (Korean zither),452.8,1993/05/30
715,Kwa-yen (Chinese hanging drum),215.3,2003/05/13
716,Tea chest bass (skiffle bass),510.1,2002/02/08
717,Cowbell,939.2,1995/06/12
718,Subcontrabass saxophone,196.7,2013/01/15
719,Tromboon/ babone,576.1,2002/08/06
720,Organ - electric,254.9,2010/02/28
721,Chapman stick (fretboard),270.0,2013/12/05
722,Torupill (Estonian bagpipe),977.1,2006/01/14
723,Schweizer sackpfeife (Swiss bagpipe),192.0,2007/09/08
724,Cymbalum (Western European hammered dulcimer),709.3,2015/06/16
725,Bell,577.3,2018/08/03
726,Pipe organ,31.2,1996/02/15
727,Volinka (Russian bagpipes),545.1,2009/01/30
728,Carillon (Dutch harmonising bells),245.9,2006/04/28
729,Teponaztli (Mexican wooden drum),925.3,1993/09/27
730,Tonette (plastic recorder),394.5,2002/09/01
731,Taphon (Thai drum),749.2,2009/11/27
732,Hunting Horn,459.0,1995/07/16
733,Dumbelek (Turkish drum),717.8,2001/08/14
734,Tambour (French drum),530.1,2010/11/17
735,Bodhr?n (Irish drum),931.1,2008/03/24
736,Lute,720.4,2015/06/24
737,Bianzhong (Chinese bronze bells ),14.0,2001/05/24
738,Tulum (Turkish bagpipe),757.6,2006/12/22
739,Sallaneh (Iranian plucked stringed instrument),214.6,2016/04/14
740,Xylophone,362.2,2005/01/23
741,Sackbutt (trombone family’s ancestor),56.7,1994/10/21
742,Musette de cour (French bagpipe),741.8,1998/03/24
743,Pipe organ,91.8,2011/12/28
744,Palendang (Philippine flute),716.6,2015/09/08
745,Saw sam sai (Thai bowed stringed instrument),703.5,2000/02/06
746,Washint (Ethiopian flute),473.6,2009/12/30
747,"Bandola (plucked lute from Cuba,92.7,2007/01/29
748,Fingerboard synthesizer,276.3,2007/08/08
749,Duff (Islamic tambourine),482.2,1997/04/20
750,Bass Drum,268.7,2000/02/06
751,Teponaztli (Mexican wooden drum),129.6,2011/01/27
752,Daraboukka (Syrian drum),732.5,2011/04/13
753,Cornet/ Cornett/ Cornetto/ Zink,672.9,2014/01/15
754,Vladimirsky Rozhok,514.8,1998/01/03
755,Violin,782.8,2009/12/18
756,Tuba,112.7,1995/11/01
757,Tenor saxophone,949.3,2012/07/23
758,Octave mandolin,101.2,2001/02/23
759,Oboe da caccia,140.2,2006/11/02
760,Hun (Korean flute),696.2,2010/01/02
761,Kettle drum/ Timpani,626.6,2004/02/22
762,Cello,905.0,2008/11/27
763,Hsaio (Chinese Duct Flute),1000.3,2000/09/24
764,Trombone,585.3,1996/04/21
765,Wagner Tuba,765.9,2012/04/04
766,Banhu (Chinese bowed stringed instrument),443.7,2007/06/15
767,Saenghwang (Korean mouth organ),72.9,1997/07/16
768,Hooked harp,267.5,2015/10/28
769,Dulcimer (hammered zither),533.2,2003/01/07
770,Ryuteki (Japanese flute),182.5,2002/05/15
771,Sarrusophone,627.0,1994/11/15
772,Serunai (Islamic reed instrument),459.8,2015/03/19
773,Turntables,64.2,1998/05/20
774,Darabukka (Arabic drum),700.5,2006/11/17
775,Harmonium/ reed organ,348.6,2015/03/26
776,Kwintangen kayo/ luntang (Philippine xylophone),858.5,1996/05/16
777,Bazooka (telescopic brass tubing),999.7,1995/11/30
778,Setar (Iranian lute),15.9,2007/02/19
779,Taphon (Thai drum),243.7,2001/05/17
780,Horn,260.1,2017/01/23
781,Acoustic bass guitar,840.4,2007/06/09
782,Mellotron (polyphonic keyboard),217.0,1994/07/31
783,Hurdy Gurdy,358.5,2012/01/06
784,Guitar,314.2,1997/08/11
785,Transverse Flute (Traditional Flute),864.3,1999/12/11
786,Electric piano,984.3,2011/05/05
787,Cittern (Renaissance lute),656.1,2018/08/11
788,Roman tuba,584.7,1996/12/24
789,Harpsichord,434.7,2010/08/13
790,Dun dun (West African large talking drum),259.1,2011/01/12
791,Gugin (Chinese bridgeless zither),158.5,1994/09/03
792,Tar (Persian lute),438.5,2007/12/22
793,Castanets,599.6,2009/06/25
794,Musette bressane (French bagpipe),863.2,2012/04/22
795,Clavicembelo (Italian pianoforte),235.4,2001/09/16
796,Clarinette d’amour,574.5,1997/05/22
797,Finger Cymbals,157.0,2002/08/18
798,Setar (Iranian lute),590.7,2005/03/16
799,Gajdy (Eastern European bagpipes),966.4,2013/10/07
800,Melodeon,875.4,2010/08/06
801,Jinghu (Chinese bowed stringed instrument),544.6,2011/08/04
802,Great Irish warpipes,990.8,2018/04/08
803,Denis d’or (ancient Czech chordophone),454.8,2006/07/24
804,Ryuteki (Japanese flute),657.0,1996/01/31
805,Se (Chinese zither),555.9,2002/05/28
806,Ocarina,285.5,1999/09/05
807,Chenda (Indian drum),431.4,2007/09/10
808,Turntables,769.2,2001/04/03
809,Istarski mih (Croatian bagpipe),204.4,2001/10/23
810,Lithophone (stone barred xylophone),810.3,2014/09/17
811,Musette bressane (French bagpipe),365.3,2000/07/09
812,Kora (West African 21-string harp-lute),715.8,2007/03/07
813,Gaida (Southern Balkan bagpipes),475.5,1998/07/07
814,Yehu (Chinese bowed stringed instrument),110.5,2007/07/22
815,Harmonium/ reed organ,270.3,2002/06/24
816,Serpent,950.3,2010/11/28
817,Dutar (Central Asian lute),476.8,2003/07/09
818,Tro u (Cambodian bowed stringed instrument),572.6,2002/12/19
819,Valiha (Indonesian and Madagascan zither),693.0,2008/07/08
820,Ocarina,891.8,2009/03/15
821,Crumhorn,774.3,2010/12/03
822,Metallophones (metal barred xylophone),199.8,2012/08/05
823,Berimbau (Brazilian musical bow),119.8,2014/11/21
824,Ud/ oud (Arabic and Islamic lute),762.0,1995/05/31
825,Washtub bass,533.9,2012/10/17
826,Shamisen (Japanese 3-stringed instrument),632.1,2004/02/21
827,Dankiyo (Turkish bagpipe),843.5,2008/06/28
828,Bayan (Russian Accordion),843.2,2012/02/04
829,Contrabass saxophone,936.1,2010/07/27
830,Natural Trumpet,282.7,2000/09/15
831,Biniou (French bagpipe),572.7,2013/06/23
832,Bianqing (Chinese stone chimes),642.0,1998/05/14
833,Schweizer sackpfeife (Swiss bagpipe),395.5,2014/10/22
834,Musette du centre (French bagpipe),239.7,2018/10/19
835,Ocarina,819.3,2004/07/28
836,Gaida (Southern Balkan bagpipes),468.6,2007/08/30
837,Viola d’amore,364.0,2011/03/23
838,Zonghu (Chinese bowed stringed instrument),987.0,2002/11/20
839,Contrabass clarinet,456.3,2007/04/17
840,T?rogat? (Hungarian shawm),198.8,2008/04/16
841,Saw sam sai (Thai bowed stringed instrument),344.8,2013/07/13
842,Tjelempung/ Celempung (Javanese zither),160.5,2012/05/11
843,Guan (Chinese pipe),928.6,2005/05/14
844,Oboe,564.3,2002/03/01
845,Finger Cymbals,472.2,2000/05/03
846,Folgerphone,159.4,1998/05/24
847,Yang chi’in (Chinese zither),385.0,2004/05/29
848,Ratchet,747.7,2000/11/02
849,Diyingehu (contrabass gehu),206.3,2013/02/27
850,Appalachian dulcimer,436.2,1998/05/09
851,Aulochrome (double soprano saxophone),379.5,2013/11/25
852,Dulcimer (hammered zither),202.8,2010/10/25
853,Tin whistle,984.8,2001/01/23
854,Slit drum,258.7,2011/04/16
855,Knatele (Finnish zither),450.6,2014/12/20
856,Viola organista,215.9,2017/11/25
857,Lambeg (Irish drum),717.4,2010/05/11
858,Organ - electric,775.0,2011/07/11
859,Soprano saxophone,444.5,2013/05/30
860,Mangtong (Chinese bamboo pipes),502.3,1994/06/17
861,Ching (Cambodian/ Thai finger cymbals),445.8,2015/07/14
862,Ukulele (Hawaiian guitar),108.9,1999/10/07
863,Bodhr?n (Irish drum),831.0,2013/03/29
864,Tea chest bass (skiffle bass),432.6,2000/05/02
865,Pulalu (Philippine flute),646.1,2012/10/19
866,soprillo,565.0,2010/03/27
867,Jiaohu (Chinese bowed stringed instrument),956.6,1998/03/06
868,Dankiyo (Turkish bagpipe),474.0,2004/08/08
869,Xalam/ khalam (West African Banjo-like instrument),384.0,1997/12/14
870,Hun (Korean flute),135.2,1998/08/27
871,Banjo,880.0,2011/05/28
872,Fingerboard synthesizer,441.9,1998/09/18
873,Saung (Burmese harp),31.5,2003/02/07
874,Mangtong (Chinese bamboo pipes),77.3,1997/06/19
875,Dumbelek (Turkish drum),188.7,2002/05/18
876,Viola,554.6,2012/09/07
877,Erhu (Chinese violin),1000.2,2007/12/21
878,Gaida (Southern Balkan bagpipes),248.0,2014/03/28
879,Tuba,21.7,1998/10/19
880,Pipe organ,106.6,2003/11/04
881,Tubular Bells,280.7,2007/10/10
882,Spoons,184.0,2003/01/28
883,Hegelong (Philippine fretted boat-lute),939.7,2005/10/15
884,Flageolets,579.1,2010/03/14
885,Dombak (Iranian drum),138.0,2010/07/24
886,Whip,685.5,2009/05/11
887,Psaltery (plucked zither),308.2,2006/12/07
888,Moodswinger (zither),941.7,2011/03/09
889,Viola d’amore,702.9,2006/06/19
890,Hardanger fiddle,483.2,2001/09/17
891,Vielle (French hurdy gurdy),644.5,2011/03/02
892,Bassoon,958.6,2016/06/14
893,K?n b?u (Vietnamese reed),491.9,1996/05/10
894,Ranat thum lek (Thai metallophone),478.2,2013/08/12
895,Zonghu (Chinese bowed stringed instrument),244.2,2016/04/29
896,Guiro (South & Central American notched gourd that is scraped),439.5,1997/08/09
897,Jinghu (Chinese bowed stringed instrument),611.4,1998/04/27
898,Gehu (Chinese cello-like),590.3,1996/06/19
899,Theorbo (lower-toned lute),44.6,2007/01/25
900,Jew’s harp,619.5,2010/05/07
901,Dadihu (contrabass erhu),69.9,2005/07/13
902,Crwth (Welsh stringed instrument),733.6,2000/02/20
903,Inci (Philippine flute),566.4,2008/10/24
904,Cromorne,78.9,1996/09/13
905,Xylorimba (extended range xylophone),898.2,2011/01/01
906,Palendang (Philippine flute),911.5,2002/03/06
907,Carillon (Dutch harmonising bells),507.1,2004/01/16
908,Tuhu (Chinese bowed stringed instrument),868.0,2004/12/29
909,Baritone sarrusophone,812.5,2006/01/19
910,Viola,421.7,1994/08/22
911,Tuba,482.0,2010/05/02
912,Shekere (African rattle),300.2,2008/05/13
913,Mandola (US/ Canadian fretted stringed instrument),164.1,2014/07/14
914,Gaohu (Chinese bowed stringed instrument),800.5,2017/09/19
915,Doulophone/ cuprophone,540.1,1995/05/09
916,Steel guitar,527.9,2001/02/22
917,Bombardino (Spanish Euphonium),436.1,2008/04/28
918,Ganza (Brazilian rattle),848.8,2016/08/26
919,Bass / baritone oboe,307.2,1996/08/30
920,Mandola (US/ Canadian fretted stringed instrument),552.5,2007/10/10
921,Cello,58.2,2004/11/06
922,Psaltery (plucked zither),833.8,2015/07/08
923,Finger Cymbals,156.6,2013/02/17
924,Kissar (West African lyre),486.0,1994/01/18
925,Bouzouki (Greek lute),106.2,2012/02/01
926,Rudra veena (Indian plucked stringed instrument),983.4,2008/10/12
927,Kokyu (Japanese bowed instrument),53.7,1997/12/10
928,Lute,402.2,2015/12/11
929,Taiko (Japanese drum),184.1,2016/06/21
930,Darabukka (Arabic drum),744.1,2001/07/24
931,T?rogat? (Hungarian shawm),216.0,2013/05/19
932,Ghatam (Indian drum),214.8,2011/12/19
933,Marimbao (Brazilian stringed instrument),102.8,2010/02/20
934,Glasschord (crystallophone),407.5,2009/12/30
935,Gugin (Chinese bridgeless zither),466.3,2013/06/02
936,Tsuri-daiko (Japanese hanging drum),607.5,2010/02/25
937,Bouzouki (Greek lute),54.9,2015/06/30
938,Musette du centre (French bagpipe),719.2,1999/03/05
939,French Horn,736.6,2004/07/16
940,Tuhu (Chinese bowed stringed instrument),283.7,2000/03/03
941,Vertical flute,835.6,2015/06/26
942,Hsaio (Chinese Duct Flute),830.0,2012/04/09
943,Riq/ riqq/ rik (Arabic tambourine),55.6,2011/04/04
944,Dadihu (contrabass erhu),582.0,2006/07/26
945,Slide guitar,407.9,1994/09/12
946,Ruan (Chinese plucked stringed instrument),994.6,2009/02/27
947,Classical guitar,524.1,2015/04/26
948,Mijwiz (Arabic double pipe),98.8,2008/05/28
949,Domra (Russian mandolin),18.5,1996/12/15
950,Gan gan (West African small talking drum),268.3,2016/04/15
951,Tenor saxophone,598.4,2010/05/21
952,H?licon,265.8,2003/07/19
953,Hooked harp,915.7,2005/12/17
954,Basset clarinet,194.8,2000/10/09
955,Vertical viola,514.8,1996/03/17
956,Mando-bass (bass mandolin),981.0,2016/10/09
957,Djembe (West African hand drum),397.8,2009/01/20
958,Pipa (Chinese lute),348.9,2016/07/26
959,Sampho (Cambodian barrel drum),398.0,1995/06/27
960,Zampogna (Italian bagpipe),821.9,2013/09/14
961,French Horn,508.9,2008/02/23
962,Viola,135.2,2015/08/24
963,Bell,252.6,1995/04/22
964,Fiscarmonica (Italian Accordian),120.8,2004/10/30
965,Yueh Ch’in (Chinese lute),808.0,2009/12/09
966,Oliphant/ Cor d’Oliphant,733.6,1995/02/10
967,Chitarra battente (Italian guitar),896.3,2005/02/28
968,Tsampouna (Greek bagpipe),592.9,1999/11/02
969,Paixiao (Chinese flute),972.7,1997/02/18
970,Zurna (Turkish serunai),584.5,2013/10/20
971,Marimba,982.7,1997/09/30
972,Basse a Pistons (French Euphonium),803.1,1998/02/07
973,Button accordian,954.3,2009/12/08
974,Bifora (Sicilian oboe),614.6,1999/01/07
975,Celesta (idiophone) invented 1886 in Paris by Auguste Mustel.,679.9,2018/01/10
976,Gaida (Southern Balkan bagpipes),697.3,1998/12/18
977,Saw sam sai (Thai bowed stringed instrument),553.7,2007/05/04
978,Flageolets,912.3,2019/03/05
979,Daraboukka (Syrian drum),610.9,2013/08/19
980,Sabar (Senegalese drum),551.6,2002/01/17
981,Kwa-yen (Chinese hanging drum),609.5,2010/08/22
982,Slit drum,218.4,1996/07/30
983,Hsaio (Chinese Duct Flute),385.4,1997/03/18
984,Banjo,405.8,2013/11/11
985,Hosho (Zimbabwean rattle),28.1,2008/09/20
986,Lasso d’amore,22.3,1999/01/25
987,Tuhu (Chinese bowed stringed instrument),785.2,2002/03/06
988,Willow flute,193.3,1993/09/03
989,Pipe organ,880.4,2013/03/30
990,Guzheng (Chinese zither),267.2,2002/10/23
991,Tromboon/ babone,26.4,1997/03/01
992,Rattle,665.2,2016/11/27
993,Tuba,297.9,1997/08/28
994,Harmonica/ Mouth Organ,328.1,2010/07/01
995,Contrabassoon,790.9,1999/08/08
996,Schweizer sackpfeife (Swiss bagpipe),508.2,2016/02/11
997,Gender (Indonesian brass xylophone),607.2,2004/01/01
